tcf-agent,1.4.0+gitAUTOINC+2dddd5f440,,
tcl,8.6.7,8.6.8+dfsg-4,tcl8.6
tcp-wrappers,7.6,7.6.q-27,
testexport-tarball,1.0,,
texi2html,5.0,1.82+dfsg1-5,
texinfo,6.3,6.5.0.dfsg.1-4,
texinfo-dummy-native,1.0,,
tiff,4.0.8,4.0.9-6,
time,1.7,1.7-25.1,
tiny-init,1.0,,
trace-cmd,2.6.1,2.6.1-0.1,
ttf-bitstream-vera,1.10,1.10-8,
tzcode-native,2018c,,
tzdata,2018c,2018e-1,
u-boot,(skipped),2018.05+dfsg-1,
u-boot-fw-utils,(skipped),,
u-boot-mkimage,1:2017.09,,
udev-extraconf,1.1,,
unfs3,0.9.22.r497,,
unifdef,2.11,2.10-1.1,
uninative-tarball,1.0,,
unzip,1:6.0,6.0-21,
update-rc.d,0.7,,
usbinit,1.0,,
usbutils,008,1:007-4,
util-linux,2.30,2.32.1-0.1,
util-macros,1:1.19.1,,
v86d,(skipped),0.1.10-1,
vala,0.36.4,0.42.1-1,
valgrind,(skipped),1:3.13.0-2.1,
videoproto,1:2.3.3,2018.4-4,xorgproto
volatile-binds,(skipped),,
vte,0.48.3,1:0.28.2-5,
vulkan,1.0.51.0,1.1.73+dfsg-1,
vulkan-demos,git,,
waffle,1.5.2,1.5.2-4,
watchdog,5.15,5.15-2,
watchdog-config,1.0,,
wayland,1.13.0,1.16.0-1,
wayland-protocols,1.10,1.16-1,
webkitgtk,2.18.6,2.4.11-3 ,
weston,2.0.0,4.0.0-1,
weston-init,1.0,,
wget,1.19.1,1.19.5-1,
which,2.21,4.8.6,debianutils
wic-tools,1.0,,
wireless-tools,1:30.pre9,30~pre9-13,
wpa-supplicant,2.6,2:2.6-18 ,wpa
x11perf,1:1.6.0,7.7+7,x11-apps
x264,(skipped),2:0.155.2917+git0a84d98-2,
xauth,1:1.0.10,1:1.0.10-1,
xcb-proto,1.12,1.13-1,
xcb-util,0.4.0,0.3.8-3,
xcb-util-image,0.4.0,0.4.0-1,
xcb-util-keysyms,0.4.0,0.4.0-1,
xcb-util-renderutil,0.3.9,0.3.9-1,
xcb-util-wm,0.4.1,0.4.1-1,
xcmiscproto,1:1.2.2,2018.4-4,xorgproto
xcursor-transparent-theme,0.1.1+gitAUTOINC+23c8af5ba4,2018.4-4,xorgproto
xdg-utils,1.1.1,1.1.3-1,
xdpyinfo,1:1.3.2,7.7+4,x11-utils
xev,1:1.2.2,7.7+4,x11-utils
xextproto,1:7.3.0,2018.4-4,xorgproto
xeyes,1:1.1.1,7.7+7,x11-apps
xf86-input-evdev,2:2.10.5,1:2.10.6-1,xserver-xorg-input-evdev
xf86-input-keyboard,2:1.9.0,1:1.9.0-1,xserver-xorg-input-keyboard
xf86-input-libinput,2:0.25.1,0.28.0-1,xserver-xorg-input-libinput
xf86-input-mouse,2:1.9.2,1:1.9.3-1,xserver-xorg-input-mouse
xf86-input-synaptics,2:1.9.0,1.9.1-1,xserver-xorg-input-synaptics
xf86-input-vmmouse,(skipped),,
xf86-video-cirrus,2:1.5.3,1:1.5.3-1,xserver-xorg-video-cirrus
xf86-video-fbdev,2:0.4.4,1:0.5.0-1,xserver-xorg-video-fbdev
xf86-video-intel,(skipped),2:2.99.917+git20171229-1,xserver-xorg-video-intel
xf86-video-omap,2:0.4.5,0.4.5-1,
xf86-video-omapfb,2:0.1.1+gitrAUTOINC+33e36c12dd,,
xf86-video-vesa,(skipped),1:2.4.0-1,xserver-xorg-video-vesa
xf86-video-vmware,(skipped),1:13.3.0-2,xserver-xorg-video-vmware
xf86dgaproto,1:2.1,,
xf86driproto,1:2.1.1,2018.4-4,xorgproto
xf86miscproto,1:0.9.3,2018.4-4,xorgproto
xf86vidmodeproto,1:2.3.1,2018.4-4,xorgproto
xhost,1:1.0.7,7.7+8,x11-xserver-utils
xineramaproto,1:1.2.1,2018.4-4,xorgproto
xinetd,2.3.15,1:2.3.15.3-1,
xinit,1:1.3.4,1.4.0-1,
xinput,1.6.2,1.6.2-1,
xinput-calibrator,0.7.5+gitAUTOINC+03dadf5510,0.7.5+git20140201-1,
xkbcomp,1.4.0,7.7+4,x11-xkb-utils
xkeyboard-config,2.21,2.23.1-1,
xmlto,0.0.28,0.0.28-2,
xmodmap,1:1.0.9,7.7+8,x11-xserver-utils
xorg-minimal-fonts,1:1.0,,
xprop,1:1.2.2,7.7+4,x11-utils
xproto,1:7.0.31,,
xrandr,1:1.5.0,2:1.5.1-1,libxrandr
xrestop,0.4,0.4+git20130926-1,
xserver-nodm-init,3.0,,nor provide
xserver-xf86-config,0.1,,
xserver-xorg,2:1.19.3,2:1.20.1-1,xorg-server
xset,1:1.2.3,7.7+8,x11-xserver-utils
xtrans,1:1.3.5,1.3.5-1,
xuser-account,0.1,,
xvideo-tests,0.1+gitAUTOINC+7d38b881e9,,
xvinfo,1:1.1.3,7.7+4,x11-utils
xwininfo,0:1.1.3,7.7+4,x11-utils
xz,5.2.3,5.2.2-1.3,xz-utils
yasm,1.3.0,1.3.0-2,
zip,3.0,3.0-11,
zlib,1.2.11,1:1.2.11.dfsg-1,
